"","month","pond","k","c","chla","logchla","pc.rfu","sub.cover","sneller","logchla.c","category","chla.p"
"1",2015-07-01,"1J1",1.51017235690434,1.58754816428563,18.6224471428571,2.92016573045582,3.54517857142857,44.6428571428572,31.7857142857143,2.59245289821295,"lchm",13.3625083096308
"2",2015-07-01,"1J2",1.83768383263837,1.52736600891956,33.0286214285714,3.49211881919957,9.17753571428571,50,18.8571428571429,3.7744904563933,"lchm",43.5752991428449
"3",2015-07-01,"1J3",1.56350880132149,1.52454732042326,16.9674628571428,2.83058327033235,3.33164285714285,2.5,34.6428571428572,3.05542459659893,"lclm",21.2301978832846
"4",2015-07-01,"1J5",1.47378065498635,1.56443564662703,12.9759042857143,2.55146541786326,3.29357142857143,18.9285714285714,33.4285714285714,3.13375596365501,"lchm",22.9600549250613
"5",2015-07-01,"K6",2.0967257359203,2.06889351383318,114.862985714286,4.74083235948199,14.365,2.5,15.0714285714285,4.30142035687906,"hclm",73.8045480852576
"6",2015-07-01,"K9",2.06848042755231,2.32632251615275,65.2669571428572,4.17832829006784,8.41260714285714,2.5,18.6428571428571,4.02629360742311,"hclm",56.0527721841247
"7",2015-07-01,"M1",1.49722389881552,1.710036646095,29.4843228571428,3.38027357461456,6.02064285714285,2.5,26.7142857142857,3.20366097832908,"hclm",24.6225078611619
"8",2015-07-01,"M10",2.1146117830063,2.28795911802609,139.894871428571,4.92462881250385,18.695,2.5,14,4.5861212198526,"hclm",98.1131318857474
"9",2015-07-01,"M11",2.94153880825235,3.90434806585517,49.8684342857143,3.90938822315008,6.13364285714286,15,27.1428571428571,4.27576639839905,"hchm",71.9352492487368
"10",2015-07-01,"M12",2.11260038221071,2.03346409053952,211.0835,5.35225378979094,32.645,2.5,10,4.96548968444911,"hchm",143.378743426683
"11",2015-07-01,"M15",2.23660892744338,2.0779293151473,76.2054142857143,4.31827791323256,14.9889285714286,2.5,17.2857142857143,4.33151074471607,"hclm",76.0591057082029
"12",2015-07-01,"M2",1.85473101215598,1.6266072224274,70.8049714285714,4.25004404895216,12.1796428571429,2.5,16.1428571428571,3.68822393718548,"hclm",39.9737879150329
"13",2015-07-01,"M3",2.44504649763053,2.28033845980604,87.565757142857,4.41752142690453,21.7557142857143,2.5,13.7857142857143,4.42442764093453,"hclm",83.4650215863205
"14",2015-07-01,"M4",2.13797569536066,1.30564064772382,7.440886,2.00698992777633,2.168,37.5,35,3.83840943266668,"lchm",46.4515313612897
"15",2015-07-01,"M5",2.37372773349035,2.10427599390965,101.2587,4.61254984731973,62.8864285714286,2.5,7,3.92989486812493,"hclm",50.901626004505
"16",2015-07-01,"M7",2.11559925901761,1.76047263456139,80.3463142857143,4.37253174189685,13.3964285714286,2.5,16.0714285714285,4.18206912772264,"hclm",65.5012435346382
"17",2015-07-01,"M8",3.2968090062847,3.44606035093689,69.3085,4.18123514143918,29.0407142857143,2.5,14.8571428571429,4.73388130636731,"hclm",113.736151614047
"18",2015-07-01,"M9",1.4175225837353,1.55855638515891,9.50451857142857,2.24811719106896,2.49553571428571,2.5,38.0714285714286,2.77220644554451,"lclm",15.9938847418104
"19",2015-07-01,"V09",1.83669501334883,1.63493007723829,8.39554,2.12770061246319,3.153,15,25,3.4597080927371,"lchm",31.8076902635676
"20",2015-07-01,"V21",1.788926029876,1.75461030028987,87.8332571428571,4.46877348512744,7.81828571428572,2.5,20.2142857142857,3.34340125717748,"hclm",28.3152706250688
"21",2015-08-01,"1J1",1.66687739866394,1.57623380434025,10.6978742857143,2.36110617991606,3.74716071428572,38.75,37.3214285714286,2.57263540316108,"lchm",13.1003035692144
"22",2015-08-01,"1J2",1.76583844092476,1.56384260170946,9.47618649999998,2.24259733313612,4.65105357142857,83.0357142857143,33.9642857142857,3.83932915872617,"lchm",46.4942736977934
"23",2015-08-01,"1J3",1.85688217105708,2.13932087987629,23.5870178571429,3.09162999573177,3.53391071428572,4.73214285714285,39.9642857142857,3.81393221186562,"lclm",45.3283294803423
"24",2015-08-01,"1J5",1.71607523427923,1.79102278519318,12.1826521428571,2.48835975806306,3.05423214285715,57.2321428571429,40.6071428571428,4.03913168434225,"lchm",56.7770210187773
"25",2015-08-01,"K6",2.47571337374591,2.53653719944026,104.272023809524,4.61879856370676,14.1616190476191,2.5,14.4761904761905,4.41972715564742,"hclm",83.0736160988937
"26",2015-08-01,"K9",2.39528052542283,2.44741443418515,37.9192857142857,3.63013288334789,8.97932142857143,4.73214285714285,21.4642857142857,3.99194169174761,"hclm",54.1599492598805
"27",2015-08-01,"M1",2.04112535909529,1.96002111685485,64.8449185714286,4.07765185241838,10.4865178571429,4.73214285714285,22.6428571428571,3.82229589595583,"hclm",45.7090311233811
"28",2015-08-01,"M10",2.54340178370371,2.99081333285722,146.246595238095,4.9678897974496,24.8957142857143,2.5,13.5238095238095,5.29379970771337,"hclm",199.098506087269
"29",2015-08-01,"M11",2.59262560946329,1.66676767499735,127.7947,4.85042507003497,17.445,15,15.7142857142857,4.45050303226385,"hchm",85.6700279530891
"30",2015-08-01,"M12",2.87227145908379,2.29292734684716,130.445242857143,4.87095354374373,27.9328571428571,2.5,14,4.54603448733752,"hchm",94.2578853799811
"31",2015-08-01,"M15",2.55936619447773,1.83188991924023,71.0403714285714,4.2286732442591,30.7485714285715,2.5,11.3571428571429,4.49615675997007,"hclm",89.671837806031
"32",2015-08-01,"M2",2.59786793726779,2.12924108644997,95.3866928571429,4.53672056252809,17.2517857142857,13.6607142857143,14.7142857142857,4.41047399401165,"hclm",82.3084679804581
"33",2015-08-01,"M3",2.80577331430897,2.57367270867408,93.8825785714285,4.4746880028789,23.5198214285714,4.73214285714285,13.3928571428571,4.70098187039798,"hclm",110.055179341802
"34",2015-08-01,"M5",2.61127328555613,2.08100942546501,118.792942857143,4.77431086420685,62.1642857142857,2.5,8.60714285714286,4.03755785499915,"hclm",56.6877339568127
"35",2015-08-01,"M7",2.47870348654324,1.70201898817012,66.2781580952382,4.12327775631537,33.5323809523809,2.5,14.3809523809524,4.59032567213961,"hclm",98.526512277599
"36",2015-08-01,"M8",2.65065951873312,1.84484079218812,64.4808638095238,4.1084091569248,30.4380952380952,2.5,13.1904761904762,4.4194531232114,"hclm",83.0508543523761
"37",2015-08-01,"M9",1.48718081490801,1.59790431952262,10.1582427142857,2.23857159357063,7.27864285714285,2.5,43.5714285714286,2.94975768229943,"lclm",19.1013245783422
"38",2015-08-01,"V09",1.85704129089859,1.5402986068622,31.83603,3.18961274776875,6.45075,57.1428571428572,27.2142857142858,2.72649170457838,"lchm",15.2791889719598
"39",2015-08-01,"V21",2.50487373848193,2.14553043958372,128.315433333333,4.8027201894726,11.9325952380952,2.5,16.2857142857143,3.94386439046731,"hclm",51.6176872784585
"40",2015-09-01,"1J1",1.37291981537804,1.10079415905902,8.11558214285716,2.06127331852693,3.35428571428571,37.5,42.0714285714286,1.94961766247868,"lchm",7.02600076326985
"41",2015-09-01,"1J2",1.26466700262701,1.2978379976892,9.4358857142857,2.23197223865705,3.80035714285714,50,36.5714285714286,2.7503311700283,"lchm",15.6478131129184
"42",2015-09-01,"1J3",1.46437140095837,1.5897632297351,19.5253742857143,2.93506278113688,3.21714285714286,15,35.3571428571428,3.227073499636,"lclm",25.2057841927147
"43",2015-09-01,"1J5",1.34843676114878,1.25287872430912,12.21758,2.488177426763,4.62142857142858,39.8214285714286,34.3571428571428,2.72280784931726,"lchm",15.223006199418
"44",2015-09-01,"K6",1.74752239699058,2.29262900954763,80.4670714285714,4.38439294645447,12.5778571428571,2.5,17,4.13127269712712,"hclm",62.2571069766133
"45",2015-09-01,"K9",1.74005292294052,1.81945501713204,40.54904,3.67123608638884,12.1846428571429,2.5,20.4285714285715,3.52345529777052,"hclm",33.9013656342275
"46",2015-09-01,"M1",1.53185897986072,1.68248511880739,133.684285714286,4.89528773914026,14.0721428571429,2.5,18.1428571428571,3.71698259340764,"hclm",41.1400703158415
"47",2015-09-01,"M10",1.72861429136458,2.11435949965642,95.7955857142857,4.55474185016963,13.4235714285714,2.5,18.3571428571429,3.96288523077276,"hclm",52.6088959923146
"48",2015-09-01,"M11",3.29288871031929,8.7111650051261,73.7138428571429,4.29942326267548,11.7483333333333,15,20.4285714285714,4.06597507906775,"hchm",58.3217491227726
"49",2015-09-01,"M12",1.99551840204986,2.08950682688391,134.015985714286,4.88802323551833,22.9682142857143,2.5,17.5714285714286,4.33592313588063,"hchm",76.3954497292119
"50",2015-09-01,"M15",1.77434626308424,1.90999275324996,93.4140714285715,4.52309426492841,23.9183333333333,2.5,16.4285714285714,4.23522528954291,"hclm",69.0772393603099
"51",2015-09-01,"M2",1.817433039936,1.8519184814142,110.711385714286,4.69566272937506,11.7653571428571,2.5,17.2857142857143,3.87159759988422,"hclm",48.0190400461505
"52",2015-09-01,"M3",2.03784542999294,2.12338523180672,84.5086142857141,4.3828092272415,14.3807142857143,2.5,18.5,4.05083440607228,"hclm",57.4453698187129
"53",2015-09-01,"M4",2.74859147103023,1.06717492198704,11.6920571428571,2.45890973458371,3.41,15,33,3.40883363815001,"lchm",30.2299646115326
"54",2015-09-01,"M5",1.80082428674525,2.04614428657854,91.1838857142858,4.50710227557146,21.4028571428572,2.5,13.7857142857142,3.7775915908062,"hclm",43.7106417519139
"55",2015-09-01,"M7",1.95999997608353,1.96612895303082,78.0060714285714,4.29136308202671,30.5153571428571,2.5,15.5,4.37459374720551,"hclm",79.4075734499905
"56",2015-09-01,"M8",1.70104254565838,1.95252621397344,28.0427271428572,3.16930643651273,11.8571428571429,2.5,24.4285714285714,3.69366630321173,"hclm",40.1919329745099
"57",2015-09-01,"M9",1.22882582541987,1.66601111249949,8.52956514285717,2.12746421434469,3.725,2.5,43.1428571428571,3.0057224685926,"lclm",20.2008052725965
"58",2015-09-01,"V09",1.59192862983103,1.21102406691471,42.2362771428571,3.7432794996913,9.44357142857143,37.5,25.4285714285714,2.17140226629848,"lchm",8.77057410223935
"59",2015-09-01,"V21",1.49057030283701,1.82034680204716,158.603566666667,5.05629491096314,15.89,2.5,16.2380952380952,3.66639196032895,"hclm",39.11053860948
